,Text,Predicted_SDGs,Top_Keywords_for_SDG 3,Top_Keywords_for_SDG 4,Top_Keywords_for_SDG 6,Top_Keywords_for_SDG 8,Top_Keywords_for_SDG 9,Top_Keywords_for_SDG 11,Top_Keywords_for_SDG 12,Top_Keywords_for_SDG 13,Top_Keywords_for_SDG 14,Top_Keywords_for_SDG 15,Top_Keywords_for_SDG 16,Top_Keywords_for_SDG 17,Top_Keywords_for_SDG 2,Top_Keywords_for_SDG 1,Top_Keywords_for_SDG 5,Top_Keywords_for_SDG 10,Top_Keywords_for_SDG 7
149,"The Australian Urban Observatory research project - Cardinia Shire Council research agreement The Australian Urban Observatory is a digital platform that transforms complex urban data into easily
understood liveability maps across Australia’s 21 largest cities. The Observatory draws on ongoing
policy-relevant research and is located within the Centre for Urban Research at RMIT University. The
Observatory maps key liveability indicators found to be associated with health and wellbeing, and
provides a clear understanding of the liveability of cities. The Observatory provides information and
understanding to support resource allocation, future policy action and support to create equitable,
healthy and liveable places.
","SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","quality improvement and health systems strengthening, community health worker programmes, health system efficiency, reproductive health policy and programmes, health services accessibility","household education strategies, environmental education, leverage points in academic changes, education outcomes, education planning","improved sanitation coverage, water infrastructure planning, sanitation success indicator, aquapot project, water utility optimisation","organizational capacity development, growth standards, evaluacion economica, organizational studies, organizational capacity building","responsabilidad social corporativa, cooperatives, life cycle analysis, ecological infrastructure, life cycle assessment","climate policy analysis models, smart sustainable cities, safe cities, sustainable cities, smart cities","environmental compliance, material recovery facilities, sustainable production and consumption, sustainable consumption and production, material recovery","climate resilient urban development, environmental changes, paris climate change agreement, climate change policy, environmental change","marine pollution abatement and ambient water quality improvement, coastal ecosystem, irrigation efficiency, coastal habitat, marine biodiversity conservation","forest ecosystems, forest ecosystem services, landscape scale mitigation, landscape metrics, biodiversity research network","health policy and systems research, safe delivery care policy, health policy analysis, climate for evidence informed health system policymaking, global urban development policy","urban sustainable development goal, sustainable development goal indicators, united nations sustainable development goals, millennium development goals policy response, sustainable development indicators","livelihood improvement, poverty mapping, food security indicators, health and social policy, food availability and affordability",,"maternal & newborn health road maps, workplace equality, female community health volunteers (fchvs), reproductive, maternal, newborn and child health, international womens rights frameworks","health outcome inequality, planetary stewardship, human development indicators, human development report, health care disparities",
150,"Inquiry into social housing as infrastructure The overall aim of 2017A is to investigate national and relevant international experience of social housing and broader infrastructure investment to strategically inform an investment pathway for
social housing across Australia. It will investigate this issue from three related perspectives: policy rationale, frameworks for economic analysis and the practicalities of investment.","SDG 1, SDG 2, SDG 3, SDG 4, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","health services evaluation, health-related millennium development goals, reproductive health policy and programmes, quality improvement, inclusive wealth index","household education strategies, education outcomes, education planning, doctoral education, education and policy","water infrastructure planning, water infrastructure, approvisionnement en eau, improved sanitation coverage, water accessibility","economic evaluation, sustainable economic development, green and inclusive economic growth, sustainable return on investment, evaluacion economica","sustainable infrastructure, infrastructure reconstruction, quality infrastructure, green investment schemes, innovation","housing-led urban regeneration, housing design, housing quality, household amenities, indigenous economic development","household consumption, sustainable practices, material recovery facilities, sustainable consumption and production, affordable assisted reproduction treatment","focused prenatal care, eco-innovation, environmental changes, household air pollution, adaptation pathway","marine pollution abatement and ambient water quality improvement, irrigation efficiency, groundwater quality, marine resources, groundwater development","land evaluation, compensation for land expropriation, land development phase, sustainable soil management, access to land","development policy framework, education policy, health and education expenditure, economic development, global urban development policy","sustainable development objectives, urban sustainable development goal, millennium development goals attainment, sustainable development goal, sustainable development goal","livelihood improvement, poverty mitigation, development aids, poverty alleviation, food availability and affordability","education poverty, poverty alleviation, poverty alleviating, end poverty, growth and poverty reduction",,"income expenditure growth, responsible investments, income without growth, income levels growth, income inequality growth","energy infrastructure, sustainable energy investments, access affordable, energy renovation, energy accessibility"
151,"NGV x Fed Square Atrium Commission
Knitted Architecture by Leanne Zilka and Jenny
Underwood This Commission is to enable RMIT researchers Dr Leanne Zilka and Dr Jenny Underwood to
generate new work focused on 3D knitting of textiles into speculative architectural elements.
This display is designed to create awareness around the architectural potential of 3D knitting,
coupled with innovations in digital design and textile development. The commission will enable
Zilka and Underwood to produce approximately seven textile works for display during the 2021
Festive season in collaboration with NGV and Fed Square.

The Commissioned Work(s) consists of seven textile pieces with zips to allow for installation
around each substructure","SDG 2, SDG 3, SDG 5, SDG 8, SDG 9, SDG 14, SDG 15, SDG 16, SDG 17","vouchers for health, skilled attendance at delivery, quality of srh services, quality improvement and health systems strengthening, health surveillance assistants",,,"laboratory workforce strengthening, midwifery workforce, sex workers, manufacturing/remanufacturing, manufacturing","supply chain sustainability, technological innovations, social enterprises, industry, construction materials",,,,"subsistence fishery, marine fisheries, inland fisheries, fisheries, rights-based fishery management","soil quality index, soil monitoring, soil properties, soil salinisation, crops","boundary work, fisheries policies, snv netherlands development organisation, fisheries regulation, former soviet union","partnerships, partnership, isdr-icl sendai partnerships 2015-2025, product development partnerships, international cooperation","livelihood improvement, food security indicators, food supply chain wastes, slavery, agriculture production",,"women workers, womens literacy programmes, female labour market participation, workplace equality, masculinities",,
152,"Innovations in stock matching and allocations for social housing (21/PRO/53247) Social housing allocation systems are under significant pressure, resulting in major stock matching challenges.
This project integrates Australian policy and practice knowledge, a national overview of needs and supply, and international innovation to develop cost-benefit evaluation framework and propose alternative strategies for allocation and matching policies. ","SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 10, SDG 11, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","quality improvement and health systems strengthening, health services accessibility, health system efficiency, evaluacion de cuidados sanitarios, health systems strengthening","household education strategies, education equality, education planning, education inequalities, education outcomes","improved sanitation coverage, sanitation ladder, sanitation success indicator, sanitation success, sanitation chains","growth standards, employability, organizational capacity building, organizational issues, organizational studies",,"housing quality, housing conditions, households, sustainable cities, resource efficiency",,"environmental changes, climate policies, climate vulnerability index, clients satisfaction, climate changes","irrigation efficiency, fish stock, marine pollution abatement and ambient water quality improvement, fish species, international water resources law","plant genetic resources treaty, soil quality index, compensation for land expropriation, compensatory habitat, landscape scale mitigation","budgetary adequacy, quality regulation, immunization resource allocation mechanisms, population policies, equity","sustainable development objectives, aid efficiency, universal goals and targets, millennium development goalspovertyeducationequitywomen, sustainable development goals","livelihood improvement, food availability and affordability, solutions of food security, climatic change and food security, poverty goals",,"equality, workplace equality, saving mothers and newborns initiative, equal access, social inclusion","equality measure, distributional problems, equality, income levels growth, responsible investments","access affordable, energy intensities, energy accessibility, energy efficiency, energy efficiency"
153,Investigation of remaining service life of railway infrastructure RMIT and Metro Trains Melb to co-fund a Professorial Chair in the School to coordinate collaborative reserch activities with MTM.  The Chair wil lead strategic and practical research for asset management of railway infrstructure managed by MTM.,"SDG 1, SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 14, SDG 15, SDG 16, SDG 17","quality improvement and health systems strengthening, health services research, health systems research, health system efficiency, health information systems project","learning and research, education management information systems, education planning, education for sustainable development, education and child health","water infrastructure planning, water infrastructure, integrated water resources management, water utility optimisation, water resources management","organizational capacity development, organizational studies, organizational capacity building, smart growth, organizational capacity","infrastructure reconstruction, quality infrastructure, sustainable infrastructure, resilient infrastructure, infrastructure","housing-led urban regeneration, cities and sustainable development, human resource management, convention for the safeguarding of intangible cultural heritage, health and demographic surveillance system","material recovery facilities, material recovery, life cycle, sustainable management, natural resources",,"marine biodiversity conservation, marine pollution abatement and ambient water quality improvement, irrigation efficiency, marine biodiversity, fish species","forest ecosystem services, biodiversity research network, forest management planning, agriculture and food security, forest management","health research systems, health sector reforms programme (hsrp), health research institutions, health policy and systems research, responsible research and innovation","sustainable development planning, aid efficiency, progress towards millennium, sustainable development objectives, sustainable development strategies","livelihood improvement, food and nutrition security, food security and nutrition, food security, infant feeding behaviour","social protection, growth and poverty reduction, poverty reduction, poverty eradication, poor resilience","womens literacy programmes, gender resource recovery, reproductive, maternal, newborn and child health, funding for womens rights, women and childrens health","income expenditure growth, planetary stewardship, equality of access to srh services, responsible investments, emerging global structures","energy infrastructure, electricity sector reform, energy renovation, renewables, energy security"
154,"Upcycling Domestic Food Waste: How To Make Better Compost, Faster Microbial decomposition of organic matter is the underlying mechanism that enables us to reduce the volume of our domestic food waste and transform it into valuable compost. This upcycled product can enhance the physical, chemical and biological properties of soil, enabling us to grow healthier plants and tastier food in our urban environment. There is widespread understanding of the conditions conducive to microbial decomposition of organic matter. Internal factors (physical and chemical composition of the food waste; size, activity and composition of the microbial community) and external factors (temperature, water content, aeration, additives) all play a role. This research will explore which factors are the most important to this specific application: home composting in urban Australia. Further, the project will seek to develop recommendations as to how these factors can be optimized to produce compost faster. A replicated factorial experimental design will alter individual factors and combinations of factors.  The approach will be grounded in the needs and realities of the industry serving the home compost market, with a combination of laboratory and full-scale field trials. ","SDG 2, SDG 3, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 14, SDG 15, SDG 16, SDG 17","health services evaluation, communicable diseases, living conditions, clinical trials, health system factors",,"wastewater treatment plants, water supply and sanitation, floods, water and sanitation, small-scale sewage systems","working conditions, quality of working life, organizational studies, employability, growth standards","construction materials, life cycle design, life cycles, supply chain sustainability, life cycle analysis","vegetable gardens, home gardening, housing conditions, small family farms, environmental accounting housekeeping books (eah) of domestic wastewater","material recovery facilities, material recycle, sustainable practices, food waste, material efficiency",,"fish species, ecosystem water determinants, groundwater quality, crop water productivity, marine pollution abatement and ambient water quality improvement","flex crops, sustainable soil management, crop productivity, crop production, floods","food and agricultural policies, environmental management systems, food and agricultural organization (fao), organisation for economic co-operation and development development assistance committee (oecd dac), safe delivery care policy","objectifs de developpement du millenaire, sustainable development objectives, sustainable development goal indicators, sustainable development strategies, sustainable development goals","livelihoods, livelihood improvement, sustainable food systems, food waste, sustainable agriculture",,,"planetary stewardship, human development indicators, planetary well-being, adaptive cycle, distributional problems",
155,"Safewards Interventions and Mental Health Recovery This project aims to strengthen the impact of the Safewards Model on reducing restrictive interventions and to increase its contribution to mental health recovery processes. For doing this the project will:
• identify best practices in the Safewards Community of Practice within and beyond the 10 interventions
• produce a series of toolkits for scaling-up these practices, facilitate their implementation across mental health service providers in Victoria, and guarantee their sustainability over time.
The project will build on Participatory Design methodologies that will facilitate a user-centred innovation process that will prioritise the experiences, expertise and skills of Safewards Community of Practice and mental health service users du ring the project.","SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 15, SDG 16, SDG 17","health services accessibility, health services evaluation, integration of health services, health interventions, community health worker programmes","education outcomes, educational intervention, education for sustainable development, education planning, sustainable development education",,"growth standards, health care workforce, organizational capacity development, health extension workers, quality of working life","supply chain sustainability, mission hospitals, primary healthcare facilities, disaster resilience, primary health facilities","community-based disability workers, road accidents, road traffic injuries, community impact, human resource planning","material recovery facilities, sustainable practices, material recovery, consumer well-being, sustainable production and consumption","sustainability footprint, natural disasters, climate impacts, climate resilience, climate resilience",,"forest ecosystem services, vegetation recovery, landscape scale mitigation, land productivity trends, crop productivity","safe delivery care policy, health research systems, health research institutions, health policy and systems research, health sector reforms","post-2015 sustainable development goals, sustainable development goal indicators, sustainable development strategies, sustainable development objectives, 2030 sustainable development goals","livelihood improvement, pro-poor interventions, primary care community nutrition, development aids, sustainable food systems",,"reproductive, maternal, newborn and child health, gender resource recovery, saving mothers and newborns initiative, women and childrens health, womens and childrens health","essential interventions, human development indicators, development impact, health outcome inequality, human development index",
156,"Building Australia-China research capabilities for intercultural knowledge collaboration (administered by University of the Sunshine Coast) This project will increase knowledge collaboration, educational connectivity and cultural engagement between Australia and China. It aims to improving the transcultural research capabilities of research supervisors and students in Mainland China and Australia. This project will create and trial five research-based modules on Chinese and Australian history and culture, multilingual knowledge co-construction, supervisory relationships and time mapping. The project will enhance the China literacy of Australian supervisors and universities particularly through increasing their awareness of Chinese intellectual history and culture and enhancing the supervision of Chinese research students.

This multi-sited project will generate community energy through art exhibitions, which showcase time maps of supervisors? and students? intellectual trajectories in Sydney, Beijing and Changchun. A cascading training model will be employed to sustain the impact of this project where Australian and Chinese tertiary educators will be trained to deliver subsequent modules. A project website, which will provide training modules, case studies and contact avenues, will be developed. Williams?, Bunda?s, Claxton?s and MacKinnon?s (2017) Indigenous Knowledge global decolonisation praxis approach will promote transformative learning experiences and draws upon Indigenous Knowledge principles of respect, relationality, reciprocity and responsiveness.","SDG 2, SDG 3, SDG 4, SDG 5, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 14, SDG 15, SDG 16, SDG 17","community health worker programmes, health services accessibility, quality improvement and health systems strengthening, community interventions, community health worker training","learning and research, education outcomes, learning styles, education inequalities, online training resources",,"work opportunities, organizational capacity development, development work, growth standards, organizational studies","life cycles, library and information services, cooperatives, professional organizations, construction materials","knowledge societies, developing communities, community resilience, community development, community volunteers","material recovery facilities, material recovery, life cycle, material reuse, natural resources",,"fish species, marine resources, marine biodiversity, marine ecosystems, crop water productivity","crop productivity, crop production, forest ecosystem services, forest ecosystems, biodiversity research network","development organizations, health research institutions, organisation for economic co-operation and development development assistance committee (oecd dac), health research systems, responsible research and innovation","partnership, partnerships, history of millennium development goals, development goals, the millennium development goals","development aids, livelihood improvement, development aid, development food, livelihoods",,"girls school experiences, girls education, safe motherhood programs, women and development, workplace equality","development coordination, development cooperation, human development indicators, human development index, development assistance committee",
157,"Research for the development of the City West Water Werribee Site This research project is a collaboration between RMIT, City West Water (CWW) and Greening the West (GTW) which will research, explore and develop the City West Water Werribee Site (""the Project""). This Project will be facilitated through a partnered research studio in which the themes researched and explored will include the potentials for green infrastructure across scales, innovative approaches to water management across scales, staff amenity and wellbeing within an industrial plant and innovative approaches to material use (including vegetation) to support these. Underpinning these explorations are broader questions of climate change adaptability and sustainability.","SDG 2, SDG 3, SDG 4, SDG 6, SDG 8, SDG 9, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","health systems research, health-related millennium development goals, health systems challenges, quality improvement and health systems strengthening, health services research","education for sustainability, education for sustainable development, learning approaches, education planning, environmental education","water infrastructure planning, water utility optimisation, wastewater treatment plants, water accessibility, improved water and sanitation","organizational capacity development, green and inclusive economic growth, growth standards, organizational capacity building, green growth","supply chain sustainability, corporate sustainability, ecological infrastructure, infrastructure reconstruction, construction management","cities and sustainable development, civil and environmental engineering, building-rooftop greenhouse symbiosis, climate policy analysis models, environmental degradation","environmental compliance, material recovery facilities, waste and resource management, waste management strategy, sustainable practices","forest and climate change, environmental changes, development and climate change, climate change and water, climate change adaptation","marine pollution abatement and ambient water quality improvement, crop water productivity, hydrology & water resources, marine biodiversity conservation, international water resources law","landscape scale mitigation, forest ecosystem services, forest management planning, forest ecosystems, forest monitoring","governance for sustainability, responsible research and innovation, climate for evidence informed health system policymaking, governance of research for health, cultural sustainability","2030 sustainable development goals, urban sustainable development goal, post-2015 sustainable development goals, sustainable development objectives, the agenda 2030-sustainable development goals","food-water-energy-climate change nexus, agriculture and environment, development aids, sustainable agriculture, sustainable agriculture",,,,
158,"Green Adelaide Marine Pest Research The Green Adelaide marine pest program is Adelaide's only dedicated surveillance monitoring for new marine pests incursions across eastern Gulf St Vincent. The program was established in 2016, and established an array of settlement plate sampling stations at strategic locations of high use boating traffic across Adelaide. Genetic and dive survey information obtained from the program is used to inform the state jurisdictional marine biosecurity reports, which is provided to the Commonwealth for reporting against the National biosecurity strategy. Combined with information of pest incursions identified through the marine biodiversity surveys of reef and seagrass ecosystems, these three programs form the evidence to assess native marine habitat and biodiversity health. ","SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","surveillance of foodborne diseases, community health worker programmes, community health programs, health systems research, health surveillance assistants","education for sustainability, environmental education, public health education, education and child health, education management information systems","water safety plans, improved sanitation coverage, wastewater treatment plants, water infrastructure planning, floods","child health surveys, workforce surveillance, program managers, smart tourism, nature-based tourism management",,"health and demographic surveillance system, health and demographic surveillance, demographic and health surveys, housing programs, climate policy analysis models","environmental compliance, material recovery facilities, waste collection, material recycle, life cycle","climate biodiversity, climate policies, environmental changes, climate vulnerability index, climate change security","marine biodiversity conservation, conservation of marine biodiversity, marine ecosystems, fish species, marine biodiversity","biodiversity conservation, forest ecosystems, forest ecosystem services, tropical ecosystems, biodiversity indicators","wildlife conservation, health policy and systems research, social protection programs, fisheries policies, health research systems","global conservation targets, indicators of sustainability, coordinated policies, habitat iii, sustainable development strategies","food security indicators, poverty measures, school meals programmes, poverty headcount, poverty mapping",,"womens dietary diversity score, womens literacy programmes, safe motherhood programs, womens global health, reproductive, maternal, newborn and child health","planetary stewardship, human development indicators, planetary well-being, debt sustainability, development indicators",
159,"Smart sensing of toxins (Scholarship top up) The ability to quickly and cheaply detect the presence of toxins in the environment is paramount for the conservation of our delicate ecosystems and for the prompt identification of sources that couldcompromise human health; this issue can be addressed with highly sensitive, portable devices based on adaptive porous materials. The vision for this project is to build a portable platform for the immediate detection of toxins in the environment so that accurate, real-time monitoring can be performed (e.g. testing of storm water runoff to monitor for pollution).","SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","surveillance of foodborne diseases, international classification of diseases, quality improvement and health systems strengthening, communicable disease prevention and control, priority substances and priority hazardous substances (ps/phs)","environmental education, sustainable development education, educational targets, education for sustainability, teachers professional development","wastewater treatment plants, sustainable sanitation, water and sanitation sector, improved sanitation coverage, water infrastructure planning","quality of working life, duty bearers, nature-based tourism management, employer perceptions, national income accounting","technologies, corporate sustainability, technology assessment, ecological infrastructure, life cycle assessment","environmental degradation, domestic wastewater treatment, civil and environmental engineering, municipal solid waste management, neighbourhood sustainability assessment","environmental compliance, waste disposal, solid waste management, informal waste sector, waste pickers","emerging pollutants, non biogenic household carbon dioxide emissions, diffuse pollution, indoor air pollution, carbon sequestration potential","marine pollution abatement and ambient water quality improvement, marine ecosystems, marine biodiversity conservation, conservation of marine biodiversity, ecosystem water determinants","forest monitoring, mountain ecosystems, tropical ecosystems, biodiversity conservation, biodiversity indicators","environmental management systems, quality regulation, snv netherlands development organisation, environmental management, sendai framework for disaster risk reduction 2015-2030","mdg sanitation targets, sustainable development goal indicators, sustainable development indicators, the agenda 2030-sustainable development goals, united nations millenium development goals","infectious diseases of poverty, food-water-energy-climate change nexus, food supply chain wastes, dietary quality, food security indicators",,"womens dietary diversity score, womens global health, womens health issues, womens health, womens health",,"energy and emission taxes, energy intensities, energy systems, biodiversity value, energy indicators"
160,"Identifying counterfactuals for quantifying the value of avoided loss The project’s objectives are to develop, build on and improve applications of counterfactual analysis to better quantify estimates of avoided loss of vegetation for private land conservation in NSW. Specifically, this comprises three objectives:
(i) identifying control sites on private land specifically for quantifying the observed loss of vegetation over time, allowing counterfactuals for conservation sites to be estimated that incorporate the risk of total loss 
(ii) evaluating the use of the Land and Soil Capability (LSC) spatial layer as a surrogate to estimate the risk of future biodiversity loss or degradation 
(iii) develop approaches to use predictive modelling and scenario analyses to predict likely future counterfactuals at existing and proposed conservation sites. ","SDG 2, SDG 3, SDG 6, SDG 8, SDG 9, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","impoverishment risks and reconstruction model, communicable disease prevention and control, health-related millennium development goals, sustainable disease control, health system efficiency",,"water utility optimisation, water resources management, water footprint assessment, water safety plans, integrated water resource management","nature-based tourism management, growth standards, growth strategy, financial risk protection, employer perceptions","construction management, life cycle design, life-course perspective, life cycle analysis, life cycle costing (lcc)","environmental degradation, convention for the safeguarding of intangible cultural heritage, climate policy analysis models, resource efficiency, cities and sustainable development","harvest loss, environmental compliance, reutilisation des eaux usees, material recovery facilities, material reuse","climate change mitigation, environmental changes, emissions scenarios, sustainability footprint, climate biodiversity","marine biodiversity conservation, conservation of marine biodiversity, marine pollution abatement and ambient water quality improvement, irrigation efficiency, national water resource strategy","landscape scale mitigation, biodiversity conservation, forest cover loss, 2010 biodiversity target, protected area of key biodiversity areas","wildlife conservation, environmental management systems, sustainable land management, environmental management, conservation outside protected areas","global conservation targets, sustainable development objectives, un sustainable development goals, millenium development goals, millenium development goals","livelihood loss, agriculture and environment, food and nutrition security, poverty reduction strategy, food security and nutrition",,,,
161,"Options for Supported Decision-Making to Enhance the Recovery of People with Severe Mental Health Problems This interdisciplinary project explores options for people with severe mental health problems to receive support in making decisions about their care and treatment in order to fulfil Australia's human rights obligations under the UN Convention on the Rights of Persons with Disabilities. Interviews with people with
severe mental health problems, carers and mental health practitioners and an international review of relevant laws will lead to the design of an internet based resource and training materials that explain supported decision-making and its role in enhancing the process of recovery. These outcomes will inform current reforms of Australian mental health laws.","SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 8, SDG 9, SDG 10, SDG 11, SDG 12, SDG 14, SDG 16, SDG 17","health systems arrangements, health systems challenges, quality improvement and health systems strengthening, health information systems project, health care systems","education planning, education management information systems, education and child health, education outcomes, health education","integrated water resources management, water safety plans, sanitation safety planning, water infrastructure planning, integrated water resource management","health care workforce, health extension workers, organizational studies, child health surveys, organizations","cooperatives, intrastrure planning, life cycle analysis, life cycle thinking, professional organizations","climate policy analysis models, road traffic injuries, human resource planning, road accidents, community-based disability workers","material recovery facilities, affordable assisted reproduction treatment, environmental compliance, sustainable practices, material recovery",,"international water resources law, marine pollution abatement and ambient water quality improvement, ecosystem water determinants, ocean governance, rights-based fishery management",,"health policy and systems research, health research systems, safe delivery care policy, health policy analysis, health policy and programmes","united nations sustainable development goals, united nations millennium development goals, sustainable development planning, post-2015 health development agenda, millennium development goalspovertyeducationequitywomen","sustainable food systems, health and nutrition policy, child nutrition disorders/epildemiology/economics, solutions of food security, aids-related deaths",,"maternal & newborn health road maps, womens health issues, reproductive, maternal, newborn and child health, women and childrens health, abortion law and policy","health outcome inequality, health care disparities, immunization coverage disparities, delivery of health care/organization and administration, distributional problems",
162,"Water Centric City Initiative The UN Global Cities Compact based at RMIT runs a ""Cities Program"" whereby cities from around
the world join up and then engage on various levels of research activity. Becoming a partner city
cost various amounts depending on the level of participation short. It is quite important as it forms a
key component of the work that the Global Cities Compact performs.","SDG 2, SDG 3, SDG 4, SDG 5, SDG 6, SDG 7, SDG 8, SDG 9, SDG 10, SDG 11, SDG 13, SDG 14, SDG 15, SDG 16, SDG 17","community health worker training, community health worker programmes, community well-being, national health research systems, community-led total sanitation","international cooperation in higher education, globalization and international higher education, international development education, universities, academic partnerships","sanitation success, sanitation success indicator, sanitation ladder, integrated water resources management, urban water cycle services","organizational capacity development, organizational capacity building, organizations, development work, work opportunities","cooperatives, corporations, innovation, inclusive innovation, infrastructure reconstruction","community participation, local participation, citizen participation, cities and sustainable development, community resilience",,"clients satisfaction, climate resilient urban development, global warming commitment, climate resilience, climate resilience","marine pollution abatement and ambient water quality improvement, crop water productivity, irrigation efficiency, international year of freshwater, global water partnership","biodiversity research network, land productivity trends, convention on biological diversity, forest genetic resources, forest ecosystem services","united nations interagency group for child mortality estimation, maternal and child mortality reduction, responsible research and innovation, international cooperation, world health assembly","international collaboration, global collaboration, partnership, united nations sustainable development goals, global partnership for development","poverty headcount, agricultural productivity, urban poverty reduction, poverty eradication, child mortality rate",,"reproductive, maternal, newborn and child health, female involvement, female labour market participation, workplace equality, global womens health","income levels growth, regional collaboration, development coordination, human development index, development cooperation","energy intensities, changement climatique, energy intensity, biodiversity value, combustion"
163,"Mechanisms and Platforms for Acoustomicrofluidic Intracellular Delivery This project aims to advance a novel platform to facilitate faster and more effective molecular transport into cells as a means for enhancing cell engineering. Besides elucidating the fundamental physicochemical and biological mechanisms underpinning this new method of intracellular transport through a combination of theoretical modelling and advanced imaging and neutron diffraction, the project aims to show the scalability of the technology for high throughput processing to handle the large cell numbers typically required for doses to be effective in practice. Given recent breakthroughs in cell therapies, it is expected that translation of the technology in the longer term will improve treatments for cancer and other infectious diseases.","SDG 3, SDG 15, SDG 16","health services accessibility, communicable diseases, health systems research, health information systems project, health system efficiency",,,,,,,,,"flex crops, land use scanner, plant genetic resources treaty, landscape functions, plant genetic resourse","health research systems, responsible research and innovation, justice delivery system, governance of research for health, health research institutions",,,,,,
164,"Older Australians & Technology: Making the Connection (OatMc) The OatMc project aims to explore how older Australians use technology to communicate with their social networks. We seek to better understand technology usage patterns supporting connectedness and enhancing social participation. Previous research on this area have provided mixed outcomes. In some cases, technology is seen as a fundamental tool in engaging seniors in key social activities. In other cases, technology is portrayed as a source of anxiety and fear. This project expects to generate novel insights for future research in the area of consumer socialisation by investigating experiences of isolation and connectedness, relationship with different forms of technology, and the consequence of interactions with technology within collaborative networks of people. Expected outcomes of this project will assist in reducing social isolation, thus improving health and well-being. These outcomes include proposed strategies for constructive engagement of technological solutions to combat isolation in older Australians","SDG 2, SDG 3, SDG 4, SDG 8, SDG 11, SDG 15, SDG 16, SDG 17","health information systems project, country health information systems, disability studies, integration of health services, individuals with disabilities","education outcomes, learning and research, education management information systems, education planning, academic partnerships",,"organizational capacity building, organizational capacity development, organizational studies, organizations, organizational capacity",,"community networks, community-based disability workers, indigenous people, vulnerable populations, indigenous and local communities",,,,"biodiversity research network, forest ecosystem services, land productivity trends, biodiversity trends, endangered species","health research institutions, health research systems, australian health care system, united nations interagency group for child mortality estimation, united nations disability convention","partnerships, united nations millennium development goals, partnership, the millennium development goals, un millennium development goals","vulnerable groups, aids-related deaths, technology-poor contexts, vulnerable people, infoods",,,,
165,"Assessing the efficacy of sunscreen testing methods This project aims to develop a new cost-effective in vitro method to reliably test and validate the performance of sunscreens including the determination of sun protection factor (SPF), broad spectrum and water resistance without the need for human testing. This will be achieved through a combination of nanostructured skin mimicking surfaces, a UV-active ink and automated sunscreen spreading. ","SDG 2, SDG 3, SDG 5, SDG 6, SDG 9, SDG 10, SDG 11, SDG 12, SDG 13, SDG 14, SDG 15, SDG 16","health system evaluation, health needs assessment, antimicrobial resistance, malaria rapid diagnostic tests, counseling and testing hiv/aids",,"water utility optimisation, improved sanitation coverage, water footprint assessment, improved water access indicator, water safety plans",,"life cycle assessment, supply chain sustainability, life cycle analysis, technology assessment, disaster resilience","neighborhood sustainability assessment, neighbourhood sustainability assessment, climate policy analysis models, human resource requirements, household resilience","environmental compliance, waste management strategy, waste picking, material efficiency, waste and resource management","climate vulnerability index, climate resilience, climate resilience, environmental changes, climate change adaptation","marine pollution abatement and ambient water quality improvement, inclusive water poverty index, marine protected area targets, groundwater protection, subsistence fishery","soil quality index, forest change detection, landscape scale mitigation, landscape metrics, crop protection","climate for evidence informed health system policymaking, area of protection, needs assessment, quality regulation, fisheries regulation",,"livelihood improvement, food security indicators, child survival, food supply chain wastes, food needs",,"womens dietary diversity score, international womens rights frameworks, gender inequality in immunization, women workers, female labour market participation","immunization coverage disparities, equality of access to srh services, human development index, human development indicators, health outcome inequality",
